ride_id,started_at,ended_at,start_station,end_station,user_type
R104669,2026-07-17 16:54:00,07/17/2026 17:04,Midtown MARTA,Ponce City Market,member
R105648,2026-07-27 17:12:00,2026-07-27 17:21:21,West End,Midtown MARTA,member
R103012,2026-06-30 11:55:00,06/30/2026 12:07,Centennial Olympic Park,Midtown MARTA,casual
R105505,2026-07-26 06:18:00,07/26/2026 06:32,Georgia State University,Piedmont Park,casual
R102330,06/24/2026 08:03,2026-06-24 08:14:36,Atlantic Station,Piedmont Park,member
R101752,06/18/2026 16:37,18-Jun-2026 16:52,Ponce City Market,Midtown MARTA,member
R100398,2026-06-04 19:30:00,2026-06-04 19:38:57,Midtown MARTA,Centennial Olympic Park,member
R103366,2026-07-04 09:32:00,2026-07-04 09:50:22,Georgia State University,Atlantic Station,member
R101409,2026-06-14 19:00:00,2026-06-14 19:14:27,Midtown MARTA,grant park,member
R104033,2026-07-11 17:16:00,2026-07-11 17:30:21,Atlantic Station,Piedmont Park,member
R101677,2026-06-17 15:53:00,17-Jun-2026 16:03,Centennial Olympic Park,Ponce City Market,member
R105675,2026-07-27 04:00:00,2026-07-27 04:10:01,Midtown MARTA,  Piedmont Park ,member
R101037,2026-06-11 19:03:00,06/11/2026 19:11,centennial olympic park,Georgia State University,member
R105457,25-Jul-2026 16:35,2026-07-25 16:51:49,Centennial Olympic Park,Little Five Points,casual
R102115,2026-06-21 07:09:00,06/21/2026 07:18,PONCE CITY MARKET,Midtown MARTA,member
R105167,22-Jul-2026 17:09,07/22/2026 17:26,Ponce City Market,Atlantic Station,member
R103026,2026-07-01 17:18:00,2026-07-01 17:53:49,Ponce City Market,Centennial Olympic Park,casual
R103546,2026-07-06 08:46:00,2026-07-06 08:51:32,MIDTOWN MARTA,CENTENNIAL OLYMPIC PARK,member
R105850,2026-07-29 08:51:00,07/29/2026 09:08,Grant Park,Centennial Olympic Park,member
R100566,06-Jun-2026 17:12,2026-06-06 17:45:29,centennial olympic park,Georgia State University,casual
R101182,2026-06-12 08:19:00,2026-06-12 08:29:40,Midtown MARTA,Georgia State University,member
R100294,2026-06-03 13:50:00,03-Jun-2026 14:00,Midtown MARTA,Ponce City Market,member
R101447,2026-06-15 13:39:00,15-Jun-2026 14:10,Ponce City Market,Centennial Olympic Park,casual
R102625,06/26/2026 09:38,2026-06-26 09:50:33,  Georgia State University ,Ponce City Market,member
R102387,06/24/2026 21:21,2026-06-24 21:35:40,midtown marta,West End,member
R104210,07/13/2026 18:58,2026-07-13 19:34:53,Midtown MARTA,Georgia State University,casual
R100323,2026-06-04 07:20:00,06/04/2026 07:23,Georgia State University,Centennial Olympic Park,casual
R102697,06/27/2026 12:01,06/27/2026 12:19,  Midtown MARTA ,Georgia State University,casual
R102155,2026-06-22 10:57:00,2026-06-22 11:10:01,Georgia State University,,member
R104361,2026-07-14 08:01:00,2026-07-14 08:05:33,Midtown MARTA,Georgia State University,member
R101845,2026-06-19 08:56:00,2026-06-19 09:08:15,  Midtown MARTA ,Atlantic Station,member
R105322,07/24/2026 17:22,07/24/2026 17:32,  Ponce City Market ,Atlantic Station,member
R103610,2026-07-07 16:11:00,2026-07-07 16:18:51,Midtown MARTA,Atlantic Station,member
R104599,17-Jul-2026 07:23,2026-07-17 07:41:56,Georgia State University,Atlantic Station,member
R100452,2026-06-05 16:15:00,2026-06-05 16:06:00,georgia state university,Atlantic Station,member
R104477,2026-07-16 07:30:00,2026-07-16 07:50:46,Atlantic Station,Midtown MARTA,casual
R105991,2026-07-30 17:30:00,2026-07-30 17:36:25,Midtown MARTA,Atlantic Station,member
R101469,2026-06-15 18:00:00,2026-06-15 18:08:41,georgia state university,Grant Park,member
R103288,04-Jul-2026 10:53,2026-07-04 11:06:06,Ponce City Market,Georgia State University,member
R101313,2026-06-13 12:14:00,2026-06-13 12:21:24,  Midtown MARTA ,Grant Park,casual
R105879,07/29/2026 19:36,2026-07-29 19:45:18,Ponce City Market,midtown marta,casual
R101883,2026-06-19 09:24:00,2026-06-19 09:28:22,Krog Street Market,Ponce City Market,member
R103735,2026-07-08 08:50:00,07/08/2026 09:03,Centennial Olympic Park,Georgia State University,casual
R102132,2026-06-22 07:18:00,06/22/2026 07:30,Midtown MARTA,Centennial Olympic Park,member
R105749,2026-07-28 12:04:00,2026-07-28 12:14:58,Piedmont Park,Georgia State University,member
R103937,2026-07-10 17:10:00,2026-07-10 17:24:00,midtown marta,  Centennial Olympic Park ,member
R104536,16-Jul-2026 19:12,2026-07-16 19:14:29,Georgia State University,Little Five Points,member
R103651,2026-07-07 07:26:00,2026-07-07 07:36:08,  Midtown MARTA ,Ponce City Market,member
R104066,07/11/2026 08:19,2026-07-11 08:36:13,Centennial Olympic Park,Midtown MARTA,member
R103738,2026-07-08 15:19:00,07/08/2026 15:32,PONCE CITY MARKET,georgia state university,member
R101823,2026-06-19 17:10:00,2026-06-19 17:19:24,Centennial Olympic Pk,Ponce City Market,member
R100744,2026-06-08 06:48:00,2026-06-08 07:14:37,Midtown MARTA,little five points,casual
R105332,2026-07-24 14:15:00,2026-07-24 14:24:36,little five points,Atlantic Station,member
R103843,2026-07-09 15:08:00,09-Jul-2026 15:15,Centennial Olympic Park,Ponce City Market,member
R102159,2026-06-22 05:53:00,2026-06-22 06:06:29,Centennial Olympic Park,ponce city market,casual
R101148,06/12/2026 12:58,2026-06-12 13:04:51,Atlantic Station,Georgia State University,member
R101973,2026-06-20 09:11:00,2026-06-20 09:27:38,Midtown MARTA,West End,member
R103019,06/30/2026 04:54,2026-06-30 05:15:40,Midtown MARTA,centennial olympic park,member
R102429,06/24/2026 11:44,24-Jun-2026 11:57,Ponce City Market,Midtown MARTA,member
R102453,06/24/2026 05:50,06/24/2026 06:24,Ponce City Market,georgia state university,casual
R105611,07/27/2026 06:58,2026-07-27 07:06:05,Ponce City Market,Centennial Olympic Park,member
R100446,2026-06-05 21:37:00,05-Jun-2026 21:44,Centennial Olympic Park,Atlantic Station,member
R103930,07/10/2026 21:15,07/10/2026 21:23,Centennial Olympic Park,ATLANTIC STATION,member
R102221,2026-06-22 14:58:00,06/22/2026 15:07,Centennial Olympic Park,Atlantic Station,member
R103831,07/09/2026 17:06,2026-07-09 17:22:02,Piedmont Park,Ponce City Market,member
R101884,2026-06-19 21:59:00,2026-06-19 22:07:56,Ponce City Market,  Georgia State University ,member
R101354,2026-06-14 14:53:00,2026-06-14 15:24:59,Atlantic Station,Ponce City Market,casual
R105284,07/23/2026 07:00,07/23/2026 07:03,Centennial Olympic Park,Midtown MARTA,member
R103689,07/08/2026 16:55,2026-07-19 16:55:00,West End,Midtown MARTA,member
R101885,2026-06-19 19:27:00,2026-06-19 19:36:52,Atlantic Station,MIDTOWN MARTA,member
R102165,2026-06-22 08:22:00,2026-06-22 08:35:45,PIEDMONT PARK,Atlantic Station,member
R105323,2026-07-24 07:50:00,2026-07-24 08:12:22,Midtown MARTA,Ponce City Market,casual
R101713,2026-06-17 16:10:00,2026-06-17 16:18:30,Atlantic Station,Centennial Olympic Park,casual
R101560,2026-06-16 07:05:00,2026-06-16 07:14:16,Midtown MARTA,Centennial Olympic Park,member
R102157,2026-06-22 17:00:00,22-Jun-2026 17:09,Midtown MARTA,Centennial Olympic Park,member
R103044,2026-07-01 16:38:00,2026-07-01 16:46:58,Midtown MARTA,Georgia State University,member
R105309,07/23/2026 17:02,23-Jul-2026 17:18,  Ponce City Market ,  Georgia State University ,member
R104380,2026-07-15 07:19:00,07/15/2026 07:28,Centennial Olympic Park,Krog Street Market,member
R103723,08-Jul-2026 09:43,2026-07-08 10:11:32,midtown marta,Atlantic Station,casual
R104267,2026-07-14 16:09:00,2026-07-14 16:22:54,Midtown MARTA,Piedmont Park,member
R104495,2026-07-16 10:47:00,2026-07-16 10:54:57,Midtown MARTA,Georgia State University,member
R101712,2026-06-17 07:20:00,17-Jun-2026 07:29,Midtown MARTA,KROG STREET MARKET,member
R102061,2026-06-21 11:44:00,2026-06-21 11:56:39,Midtown MARTA,Georgia State University,casual
R103811,07/09/2026 07:47,07/09/2026 07:58,Georgia State University,  Ponce City Market ,member
R105194,22-Jul-2026 16:14,2026-07-22 16:08:00,Georgia State University,Centennial Olympic Park,casual
R101926,2026-06-19 19:57:00,2026-06-19 19:50:00,Ponce City Market,GEORGIA STATE UNIVERSITY,casual
R103283,2026-07-04 11:32:00,2026-07-04 11:43:15,Ponce City Market,Midtown MARTA,member
R103980,10-Jul-2026 05:40,2026-07-10 05:47:04,Ponce City Market,Midtown MARTA,member
R101967,06/20/2026 09:30,2026-06-20 09:41:05,GEORGIA STATE UNIVERSITY,Krog Street Market,casual
R101324,13-Jun-2026 11:44,2026-06-13 12:00:11,Midtown MARTA,Atlantic Station,casual
R102733,2026-06-28 16:41:00,2026-06-28 16:56:27,Atlantic Station,Centennial Olympic Pk,casual
R105856,2026-07-29 20:06:00,2026-07-29 20:14:20,  Midtown MARTA ,Ponce City Market,member
R103404,07/05/2026 17:25,2026-07-05 17:40:36,Midtown MARTA,Centennial Olympic Park,casual
R104512,2026-07-16 16:07:00,2026-07-16 16:14:55,GEORGIA STATE UNIVERSITY,Ponce City Market,member
R101876,2026-06-19 14:14:00,2026-06-19 14:29:13,Georgia State University,West End,member
R102632,06/26/2026 13:05,2026-06-26 13:19:18,Georgia State University,midtown marta,member
R100592,2026-06-06 06:03:00,06/06/2026 06:34,MIDTOWN MARTA,Georgia State University,casual
R103859,09-Jul-2026 08:44,2026-07-09 09:09:49,Georgia State University,Midtown MARTA,casual
R100750,2026-06-08 08:26:00,2026-06-08 08:36:09,Georgia State University,Midtown MARTA,member
R103659,2026-07-08 18:33:00,2026-07-08 18:43:53,Centennial Olympic Park,Georgia State University,member
R103058,2026-07-01 21:21:00,2026-07-01 21:32:16,Georgia State University,Ponce City Market,member
R104751,07/18/2026 09:43,2026-07-18 10:28:50,CENTENNIAL OLYMPIC PARK,Georgia State University,casual
R101860,2026-06-19 12:10:00,2026-06-19 12:13:41,Georgia State University,Centennial Olympic Park,member
R104419,2026-07-15 18:20:00,07/15/2026 18:28,Ponce City Market,Midtown MARTA,member
R100183,06/02/2026 17:32,06/02/2026 17:51,Ponce City Market,West End,
R103562,07/06/2026 05:43,07/06/2026 05:57,Atlantic Station,Centennial Olympic Park,member
R104309,2026-07-14 08:53:00,2026-07-14 09:11:19,Georgia State University,Midtown MARTA,casual
R103504,2026-07-06 17:47:00,06-Jul-2026 17:53,ponce city market,  Krog Street Market ,member
R104990,07/20/2026 16:15,07/20/2026 16:22,Georgia State University,Atlantic Station,member
R100636,06/07/2026 14:28,2026-06-07 14:56:34,Centennial Olympic Park,Midtown MARTA,casual
R101659,2026-06-17 08:26:00,2026-06-17 08:37:44,  Midtown MARTA ,Georgia State University,member
R104767,18-Jul-2026 16:45,2026-07-18 16:46:00,Atlantic Station,Ponce City Market,casual
R104538,2026-07-16 22:05:00,07/16/2026 22:15,  Centennial Olympic Park ,Little Five Points,member
R105495,2026-07-26 10:02:00,07/26/2026 10:47,Midtown MARTA,Centennial Olympic Park,casual
R102955,2026-06-30 07:53:00,30-Jun-2026 08:04,Little Five Points,Midtown MARTA,member
R103179,2026-07-02 18:28:00,2026-07-02 18:29:46,Midtown MARTA,Ponce City Market,member
R102181,2026-06-22 09:22:00,06/22/2026 09:28,Piedmont Park,Grant Park,member
R104491,2026-07-16 12:57:00,2026-07-16 13:07:44,Midtown MARTA,Ponce City Market,member
R100247,06/03/2026 18:42,2026-06-03 18:58:13,Atlantic Station,  Midtown MARTA ,member
R104511,2026-07-16 12:09:00,2026-07-16 12:22:59,Centennial Olympic Park,Ponce City Market,member
R101903,2026-06-19 12:46:00,2026-06-19 12:59:50,Ponce City Market,Little Five Points,member
R103186,2026-07-02 14:22:00,07/02/2026 14:47,Ponce City Market,Centennial Olympic Park,casual
R100501,05-Jun-2026 16:43,2026-06-05 17:11:09,West End,Georgia State University,casual
R103010,2026-06-30 11:41:00,06/30/2026 11:45,Atlantic Station,midtown marta,member
R101940,06/20/2026 08:00,06/20/2026 08:31,Piedmont Park,Atlantic Station,casual
R105400,07/24/2026 12:46,2026-07-24 12:58:12,Midtown MARTA,Atlantic Station,member
R102352,2026-06-24 15:34:00,2026-06-24 15:50:55,Piedmont Park,Georgia State University,member
R105147,21-Jul-2026 16:07,21-Jul-2026 16:35,Georgia State University,Krog Street Market,casual
R102528,06/25/2026 06:11,25-Jun-2026 06:22,Atlantic Station,Krog Street Market,member
R103458,05-Jul-2026 14:42,2026-07-05 14:47:22,ponce city market,Midtown MARTA,member
R102699,27-Jun-2026 10:00,27-Jun-2026 10:20,Ponce City Market,Centennial Olympic Park,casual
R104594,2026-07-17 11:09:00,17-Jul-2026 11:21,Ponce City Market,Midtown MARTA,member
R101299,2026-06-13 14:32:00,2026-06-13 15:15:44,Midtown MARTA,Piedmont Park,casual
R102032,2026-06-21 17:45:00,2026-06-21 17:54:26,Ponce City Market,Atlantic Station,member
R102323,2026-06-23 12:35:00,2026-06-23 12:53:43,PONCE CITY MARKET,Piedmont Park,casual
R105571,07/26/2026 10:04,26-Jul-2026 10:11,Ponce City Market,Centennial Olympic Park,casual
R100042,2026-06-01 08:29:00,06/01/2026 08:35,Georgia State University,Centennial Olympic Park,member
R105063,07/21/2026 07:55,2026-07-21 08:22:45,Ponce City Market,Georgia State University,
R104625,2026-07-17 13:10:00,17-Jul-2026 13:25,midtown marta,WEST END,member
R102968,2026-06-30 14:17:00,06/30/2026 14:35,PONCE CITY MARKET,  Krog Street Market ,member
R105016,20-Jul-2026 12:32,2026-07-20 12:44:16,  Georgia State University ,Ponce City Market,member
R100399,2026-06-04 20:54:00,2026-06-04 21:03:35,Centennial Olympic Park,ponce city market,member
R101278,2026-06-13 14:17:00,2026-06-13 14:26:04,Centennial Olympic Park,  Ponce City Market ,casual
R104899,2026-07-19 15:50:00,2026-07-19 15:58:29,Ponce City Market,Georgia State University,casual
R105579,07/26/2026 12:09,07/26/2026 12:19,ATLANTIC STATION,Piedmont Park,member
R104741,07/18/2026 12:54,07/18/2026 13:22,Centennial Olympic Park,Georgia State University,casual
R102169,2026-06-22 19:21:00,2026-06-22 19:35:30,Ponce City Market,Midtown MARTA,
R103984,2026-07-10 07:19:00,2026-07-10 07:35:30,  Atlantic Station ,MIDTOWN MARTA,member
R103299,2026-07-04 10:02:00,04-Jul-2026 10:24,Georgia State University,Ponce City Market,casual
R101750,2026-06-18 14:47:00,2026-06-18 15:00:54,Georgia State University,Midtown MARTA,member
R100220,2026-06-03 18:08:00,2026-06-03 18:19:52,Ponce City Market,Midtown MARTA,member
R100494,06/05/2026 09:27,06/05/2026 10:03,georgia state university,  Ponce City Market ,casual
R103545,2026-07-06 07:08:00,2026-07-06 07:24:36,midtown marta,Ponce City Market,member
R101736,2026-06-18 17:32:00,2026-06-18 17:45:28,midtown marta,West End,member
R105938,2026-07-30 08:01:00,2026-07-30 08:20:45,  Centennial Olympic Park ,Midtown MARTA,member
R103573,2026-07-07 20:04:00,2026-07-07 20:12:16,Krog Street Market,Grant Park,member
R102117,2026-06-21 21:21:00,2026-06-21 21:29:57,Atlantic Station,Midtown MARTA,member
R100698,06/07/2026 16:42,2026-06-07 17:06:05,West End,Krog Street Market,casual
R102138,2026-06-22 17:15:00,2026-06-22 17:19:31,Ponce City Market,Midtown MARTA,member
R102172,2026-06-22 15:23:00,2026-06-22 15:49:56,Krog Street Market,Midtown MARTA,casual
R104418,2026-07-15 18:07:00,2026-07-15 18:27:43,Piedmont Pk,Centennial Olympic Park,member
R104136,2026-07-12 08:49:00,07/12/2026 09:04,Midtown MARTA,Atlantic Station,casual
R105007,2026-07-20 15:13:00,07/20/2026 15:21,  Midtown MARTA ,West End,member
R102674,2026-06-27 18:39:00,2026-06-27 19:07:34,  Centennial Olympic Park ,Georgia State University,casual
R104939,20-Jul-2026 09:18,2026-07-20 09:24:40,Centennial Olympic Park,Piedmont Park,member
R104954,2026-07-20 17:30:00,2026-07-20 17:38:10,Georgia State University,Piedmont Park,member
R101114,2026-06-11 14:21:00,2026-06-11 14:47:46,Georgia State University,midtown marta,casual
R104664,2026-07-17 17:40:00,2026-07-17 17:51:01,  Ponce City Market ,Piedmont Park,member
R103344,07/04/2026 07:56,2026-07-04 08:00:32,Atlantic Station,Midtown MARTA,
R104481,07/16/2026 16:38,2026-07-16 16:47:58,Georgia State University,Piedmont Park,member
R101138,2026-06-12 15:55:00,2026-06-12 16:01:41,Piedmont Park,Georgia State University,member
R102952,06/30/2026 09:39,06/30/2026 09:49,West End,Centennial Olympic Park,member
R103104,2026-07-02 05:33:00,07/02/2026 05:48,centennial olympic park,Midtown MARTA,casual
R104636,2026-07-17 03:48:00,2026-07-17 03:58:45,GEORGIA STATE UNIVERSITY,Piedmont Park,casual
R101437,2026-06-15 17:54:00,2026-06-15 18:10:51,PONCE CITY MARKET,  Midtown MARTA ,member
R101070,2026-06-11 19:54:00,06/11/2026 20:03,midtown marta,Centennial Olympic Park,member
R101315,2026-06-13 13:45:00,2026-06-13 14:11:36,Midtown MARTA,GEORGIA STATE UNIVERSITY,casual
R103549,2026-07-06 11:58:00,07/06/2026 12:13,Georgia State University,Piedmont Park,member
R102446,2026-06-24 18:18:00,2026-06-24 18:30:24,Georgia State University,Piedmont Park,member
R102343,2026-06-24 08:10:00,06/24/2026 08:26,ponce city market,Midtown MARTA,member
R102349,06/24/2026 07:35,2026-06-24 07:38:22,Krog Street Market,Georgia State University,member
R105920,2026-07-30 09:19:00,07/30/2026 09:33,Georgia State University,Atlantic Station,member
R103165,02-Jul-2026 10:54,2026-07-02 11:07:33,Atlantic Station,Ponce City Market,member
R103667,07/08/2026 09:34,2026-07-08 09:43:05,Midtown MARTA,Ponce City Market,member
R101968,2026-06-20 16:30:00,2026-06-20 16:38:11,Centennial Olympic Park,Atlantic Station,member
R102279,2026-06-23 08:10:00,2026-06-23 08:24:34,Centennial Olympic Park,  Midtown MARTA ,member
R101444,06/15/2026 18:05,2026-06-15 18:30:29,georgia state university,KROG STREET MARKET,casual
R101827,06/19/2026 05:15,2026-06-19 05:27:25,Atlantic Station,Midtown MARTA,casual
R101045,2026-06-11 10:56:00,2026-06-11 11:09:29,Midtown MARTA,Centennial Olympic Park,member
R101220,2026-06-12 18:03:00,2026-06-12 18:42:55,Ponce City Market,Little Five Points,casual
R105201,2026-07-22 08:20:00,22-Jul-2026 08:45,Ponce City Market,Centennial Olympic Park,casual
R103687,2026-07-08 12:10:00,2026-07-08 12:35:06,Krog Street Market,Midtown MARTA,casual
R104043,2026-07-11 17:59:00,2026-07-11 18:24:45,Georgia State University,Midtown MARTA,casual
R102884,2026-06-29 13:59:00,06/29/2026 14:05,  Midtown MARTA ,Atlantic Station,member
R104592,07/17/2026 16:07,2026-07-17 16:19:58,PONCE CITY MARKET,Georgia State University,member
R104143,2026-07-12 06:28:00,2026-07-12 06:38:56,Midtown MARTA,atlantic station,casual
R102882,29-Jun-2026 04:57,2026-06-29 05:05:14,WEST END,  Midtown MARTA ,member
R104203,2026-07-13 01:16:00,2026-07-13 01:23:29,Ponce City Market,Atlantic Station,member
R103599,2026-07-07 19:50:00,2026-07-07 19:48:00,Grant Park,Ponce City Market,member
R104713,2026-07-18 08:18:00,2026-07-18 08:48:10,Midtown MARTA,Centennial Olympic Park,casual
R103053,2026-07-01 19:32:00,2026-07-01 19:48:57,Ponce City Market,Grant Park,member
R102864,2026-06-29 17:12:00,2026-06-29 17:26:50,midtown marta,  Georgia State University ,casual
R105525,2026-07-26 22:40:00,2026-07-26 23:11:55,Ponce City Market,Centennial Olympic Park,casual
R100535,06/06/2026 06:27,06-Jun-2026 06:59,Ponce City Market,Atlantic Station,casual
R102868,06/29/2026 18:58,2026-06-29 19:06:55,Midtown MARTA,Grant Park,member
R101291,13-Jun-2026 11:24,2026-06-13 11:33:21,Georgia State University,Krog Street Market,member
R102506,2026-06-25 16:22:00,2026-06-25 16:38:02,Midtown MARTA,georgia state university,member
R104182,2026-07-13 07:16:00,2026-07-13 07:27:15,Centennial Olympic Park,Midtown MARTA,member
R101882,06/19/2026 11:05,2026-06-19 11:16:01,Midtown MARTA,Georgia State University,member
R103343,2026-07-04 17:41:00,07/04/2026 18:04,Atlantic Station,midtown marta,casual
R104045,2026-07-11 11:01:00,2026-07-11 11:13:03,  Georgia State University ,Centennial Olympic Park,member
R101189,2026-06-12 13:05:00,2026-06-12 13:18:50,Atlantic Station,KROG STREET MARKET,member
R104892,07/19/2026 14:52,2026-07-19 15:07:30,Ponce City Market,  Georgia State University ,member
R100209,2026-06-03 08:31:00,06/03/2026 08:54,Centennial Olympic Park,Atlantic Station,casual
R105635,2026-07-27 14:08:00,2026-07-27 14:20:16,Ponce City Market,Midtown MARTA,member
R101910,2026-06-19 09:37:00,06/19/2026 09:42,Atlantic Station,PIEDMONT PARK,member
R100476,2026-06-05 19:32:00,2026-06-05 19:40:26,Piedmont Park,  Midtown MARTA ,member
R102754,2026-06-28 19:04:00,2026-06-28 19:21:15,Centennial Olympic Park,Krog Street Market,casual
R100747,2026-06-08 08:54:00,2026-06-08 09:06:26,Krog Street Market,Piedmont Park,member
R105841,2026-07-29 08:13:00,29-Jul-2026 08:24,Atlantic Station,West End,member
R103585,2026-07-07 06:58:00,07/07/2026 07:11,Atlantic Station,Centennial Olympic Park,casual
R105793,2026-07-28 19:58:00,2026-07-28 20:13:54,Ponce City Market,Little Five Points,member
R104460,07/16/2026 07:17,2026-07-16 07:23:16,Little Five Points,Ponce City Market,member
R102685,06/27/2026 08:10,27-Jun-2026 08:22,Georgia State University,Ponce City Market,member
R102518,2026-06-25 01:44:00,06/25/2026 01:52,ponce city market,Midtown MARTA,member
R105073,2026-07-21 05:53:00,2026-07-21 06:06:14,Ponce City Market,Piedmont Park,member
R105690,27-Jul-2026 11:25,2026-07-27 11:38:42,Grant Park,Georgia State University,member
R103740,2026-07-08 12:20:00,2026-07-08 12:30:19,Midtown MARTA,Ponce City Market,member
R100078,2026-06-01 06:20:00,06/01/2026 06:24,  Ponce City Market ,Midtown MARTA,member
R104998,2026-07-20 09:49:00,2026-07-20 09:58:21,Atlantic Station,Centennial Olympic Park,member
R101762,06/18/2026 18:35,2026-06-18 18:59:17,Centennial Olympic Park,West End,casual
R104842,2026-07-19 10:09:00,07/19/2026 10:56,Midtown MARTA,Centennial Olympic Park,casual
R105217,2026-07-22 17:18:00,07/22/2026 17:26,ponce city market,Centennial Olympic Park,member
R104846,07/19/2026 15:12,2026-07-19 15:32:08,georgia state university,Midtown MARTA,casual
R105176,2026-07-22 13:27:00,2026-07-22 13:41:23,Midtown MARTA,ATLANTIC STATION,member
R105077,2026-07-21 08:28:00,2026-07-21 08:42:52,West End,Piedmont Park,member
R100807,2026-06-09 08:45:00,2026-06-09 08:51:00,Midtown MARTA,Piedmont Park,member
R102481,2026-06-25 17:55:00,2026-06-25 18:09:07,Ponce City Market,Midtown MARTA,member
R101175,2026-06-12 09:51:00,2026-06-12 09:57:13,GEORGIA STATE UNIVERSITY,Centennial Olympic Park,member
R104233,2026-07-13 05:14:00,2026-07-13 05:22:23,MIDTOWN MARTA,PONCE CITY MARKET,casual
R102313,06/23/2026 06:21,2026-06-23 06:32:13,Midtown MARTA,Georgia State University,member
R100039,2026-06-01 11:53:00,2026-06-01 12:01:45,Midtown MARTA,Georgia State University,member
R100899,06/09/2026 16:15,2026-06-09 16:37:41,  Atlantic Station ,Piedmont Park,casual
R100164,2026-06-02 18:23:00,2026-06-02 18:39:46,Centennial Olympic Park,Georgia State University,member
R105931,07/30/2026 12:58,2026-07-30 13:09:13,Atlantic Station,Midtown MARTA,member
R102642,2026-06-26 13:51:00,2026-06-26 14:04:02,Centennial Olympic Pk,Atlantic Station,casual
R105914,2026-07-30 16:43:00,07/30/2026 16:48,Krog Street Market,Georgia State University,member
R100734,06/08/2026 14:57,2026-06-08 15:02:25,Midtown MARTA,Grant Park,member
R103630,07/07/2026 17:50,2026-07-07 18:26:42,Piedmont Park,Krog Street Market,casual
R105934,2026-07-30 12:06:00,2026-07-30 12:16:03,Georgia State University,  Midtown MARTA ,
R101386,14-Jun-2026 22:49,2026-06-14 23:10:17,Ponce City Market,Centennial Olympic Park,member
R104240,07/13/2026 19:39,07/13/2026 19:47,piedmont park,  Ponce City Market ,member
R100760,2026-06-08 06:06:00,08-Jun-2026 06:13,Centennial Olympic Park,Ponce City Market,member
R103683,2026-07-08 01:21:00,2026-07-08 01:33:35,Ponce City Market,Georgia State University,member
R101047,2026-06-11 10:13:00,2026-06-11 10:21:50,Krog St. Market,Centennial Olympic Park,member
R104877,2026-07-19 08:27:00,2026-07-19 08:37:40,Midtown MARTA,,member
R100110,2026-06-01 16:10:00,2026-06-01 16:32:42,Ponce City Market,Atlantic Station,casual
R101459,06/15/2026 07:26,2026-06-15 07:37:07,Midtown MARTA,Georgia State University,member
R104602,2026-07-17 12:26:00,2026-07-17 12:40:59,Midtown MARTA,atlantic station,member
R102646,2026-06-26 15:13:00,2026-06-26 15:36:14,atlantic station,  Midtown MARTA ,casual
R100244,03-Jun-2026 00:51,2026-06-03 01:05:59,Georgia State University,Centennial Olympic Park,member
R100418,06/04/2026 19:51,06/04/2026 19:58,Ponce City Market,Midtown MARTA,member
R103646,2026-07-07 16:56:00,2026-07-07 17:03:44,Midtown MARTA,Georgia State University,member
R104647,2026-07-17 13:35:00,17-Jul-2026 13:57,Ponce City Market,Midtown MARTA,casual
R105523,2026-07-26 11:30:00,07/26/2026 11:37,Georgia State University,Little Five Points,member
R103331,04-Jul-2026 12:26,2026-07-04 12:39:45,  Centennial Olympic Park ,Midtown MARTA,member
R105982,2026-07-30 15:15:00,2026-07-30 15:28:06,Ponce City Market,Krog Street Market,member
R101107,2026-06-11 19:55:00,2026-06-11 20:07:55,Georgia State University,Midtown MARTA,member
R101128,12-Jun-2026 18:12,2026-06-12 18:26:00,West End,Ponce City Market,
R101877,2026-06-19 17:27:00,2026-06-19 17:43:00,Georgia State University,Ponce City Market,member
R104320,07/14/2026 17:27,07/14/2026 17:34,ponce city market,Midtown MARTA,
R103401,2026-07-05 11:06:00,2026-07-05 11:34:53,Centennial Olympic Park,Little Five Points,casual
R103661,2026-07-08 17:34:00,07/08/2026 17:57,Atlantic Station,MIDTOWN MARTA,casual
R102919,2026-06-29 17:41:00,06/29/2026 17:52,Centennial Olympic Park,Georgia State University,member
R104794,07/18/2026 16:20,2026-07-18 16:34:35,Centennial Olympic Pk,  Midtown MARTA ,casual
R103387,05-Jul-2026 10:26,2026-07-05 11:11:20,Atlantic Station,Midtown MARTA,casual
R105936,2026-07-30 17:49:00,07/30/2026 17:57,PONCE CITY MARKET,Midtown MARTA,member
R102670,06/27/2026 10:05,27-Jun-2026 10:21,Centennial Olympic Park,Little Five Points,casual
R103780,07/09/2026 19:48,2026-07-09 19:54:59,Piedmont Park,  Centennial Olympic Park ,member
R103071,2026-07-01 00:50:00,07/01/2026 01:10,Midtown MARTA,Ponce City Market,member
R103867,2026-07-09 18:50:00,09-Jul-2026 19:14,Ponce City Market,Krog Street Market,casual
R102198,2026-06-22 08:35:00,2026-06-22 08:48:06,Centennial Olympic Park,Atlantic Station,member
R103057,07/01/2026 08:59,2026-07-01 09:00:00,Midtown MARTA,Centennial Olympic Park,casual
R101113,2026-06-11 13:03:00,2026-06-11 13:08:24,Krog St. Market,grant park,member
R100945,2026-06-10 18:41:00,2026-06-10 19:08:17,Centennial Olympic Park,Piedmont Park,casual
R103709,07/08/2026 07:45,2026-07-08 08:00:57,PIEDMONT PARK,midtown marta,member
R104464,2026-07-16 09:13:00,2026-07-16 09:30:03,Georgia State University,MIDTOWN MARTA,casual
R105854,2026-07-29 18:14:00,2026-07-29 18:32:44,Midtown MARTA,Little Five Points,casual
